Rank ;Platform ;Year ;Genre ;Publisher
603;NES ;1987;Role-Playing ;Enix Corporation
604;PS3 ;2012;Sports ;Electronic Arts
605;GC ;2003;Role-Playing ;Nintendo
606;Wii ;2008;Sports ;Konami Digital Entertainment
607;X360 ;2008;Sports ;Electronic Arts
608;2600;N/A ;Shooter ;Atari
609;PS2 ;2001;Racing ;Acclaim Entertainment
610;N64 ;2000;Action ;Nintendo
611;Wii ;2007;Misc ;Midway Games
612;NES ;1986;Role-Playing ;Capcom
613;PS3 ;2013;Action ;Square Enix
614;X360 ;2006;Role-Playing ;Activision
615;PS2 ;2008;Sports ;Konami Digital Entertainment
616;N64 ;1999;Misc ;Nintendo
617;PS3 ;2011;Action ;THQ
618;XB ;2003;Action ;Take-Two Interactive
619;Wii ;2010;Action ;Warner Bros. Interactive Entertainment
620;PS2 ;2002;Fighting ;Midway Games
621;PS3 ;2008;Shooter ;Sony Computer Entertainment
622;X360 ;2008;Racing ;Disney Interactive Studios
623;PS ;1998;Action ;Eidos Interactive
624;PS3 ;2012;Sports ;Take-Two Interactive
625;X360 ;N/A ;Misc ;Electronic Arts
626;X360 ;2013;Sports ;Take-Two Interactive
627;GC ;2002;Misc ;Nintendo
628;Wii ;2010;Misc ;THQ
629;PS3 ;2008;Racing ;Take-Two Interactive
630;SNES ;1992;Role-Playing ;SquareSoft
631;PS ;1997;Role-Playing ;SquareSoft
632;PS ;1996;Racing ;Sony Computer Entertainment
633;X360 ;2011;Shooter ;Microsoft Game Studios
634;PSP ;2006;Racing ;Electronic Arts
635;PS2 ;2003;Simulation ;Electronic Arts
636;PC ;1997;Adventure ;Red Orb
637;X360 ;2008;Shooter ;Ubisoft
638;DC ;1998;Platform ;Sega
639;NES ;1988;Sports ;Nintendo
640;PS3 ;2010;Sports ;Konami Digital Entertainment
641;PS2 ;2003;Fighting ;Atari
642;PS2 ;2001;Racing ;Sony Computer Entertainment
643;PS ;1998;Action ;Capcom
644;XOne ;2014;Misc ;Microsoft Game Studios
645;PS2 ;2007;Racing ;Electronic Arts
646;XOne ;2015;Sports ;Electronic Arts
647;PS ;1996;Puzzle ;JVC
648;NES ;1987;Fighting ;Nintendo
649;PC ;1997;Strategy ;Electronic Arts
650;GBA ;N/A ;Adventure ;Konami Digital Entertainment
651;PS4 ;2015;Racing ;Electronic Arts
652;X360 ;2010;Sports ;505 Games
653;Wii ;N/A ;Action ;LucasArts
655;PC ;1994;Misc ;Hasbro Interactive
656;PS3 ;2013;Action ;Warner Bros. Interactive Entertainment
657;X360 ;2011;Action ;Deep Silver
658;PS2 ;2005;Misc ;RedOctane
659;PS3 ;2007;Action ;LucasArts
660;X360 ;2011;Misc ;Microsoft Game Studios
661;N64 ;1998;Fighting ;THQ
662;PS4 ;2015;Action ;Sony Computer Entertainment
663;PS4 ;2014;Sports ;Take-Two Interactive
664;PS3 ;2010;Sports ;Electronic Arts
665;PS2 ;2001;Misc ;Konami Digital Entertainment
666;X360 ;2007;Sports ;Electronic Arts
667;PC ;2004;Shooter ;Vivendi Games
668;PS2 ;2004;Action ;THQ
669;PS2 ;2004;Sports ;Activision
670;PS3 ;2009;Sports ;Electronic Arts
671;X360 ;2011;Sports ;Microsoft Game Studios
672;GB ;1995;Platform ;Nintendo
673;DS ;2010;Action ;Warner Bros. Interactive Entertainment
674;GB ;1996;Platform ;Nintendo
675;GB ;1998;Role-Playing ;Eidos Interactive
676;X360 ;2008;Racing ;Take-Two Interactive
677;Wii ;2013;Platform ;Activision
678;PS2 ;2007;Fighting ;THQ
679;Wii ;2008;Sports ;Ubisoft
680;PS2 ;2001;Action ;Capcom
681;X360 ;2010;Simulation ;Electronic Arts
682;3DS ;2015;Action ;Nintendo
683;XOne ;2015;Sports ;Take-Two Interactive
684;Wii ;2010;Misc ;Ubisoft
685;N64 ;2000;Sports ;Nintendo
686;PS ;1997;Action ;Take-Two Interactive
687;PS2 ;2004;Shooter ;Electronic Arts
688;DS ;2004;Puzzle ;Nintendo
689;PS ;1999;Racing ;Electronic Arts
690;SNES ;1995;Role-Playing ;SquareSoft
691;PS ;1998;Sports ;989 Studios
692;X360 ;2013;Action ;Warner Bros. Interactive Entertainment
693;PC ;2012;Action ;NCSoft
694;DS ;2008;Role-Playing ;Nintendo
695;PS3 ;2011;Action ;Deep Silver
696;PC ;1997;Action ;Eidos Interactive
697;PS3 ;2013;Action ;Sony Computer Entertainment
698;XB ;2004;Racing ;Electronic Arts
699;PS3 ;2009;Sports ;Konami Digital Entertainment
700;Wii ;2014;Misc ;Ubisoft
701;3DS ;2015;Action ;Level 5
702;NES ;1983;Platform ;Nintendo
703;PS2 ;2008;Sports ;Electronic Arts
704;PS3 ;2008;Action ;LucasArts
705;PS3 ;2012;Shooter ;Take-Two Interactive
706;PS ;1997;Racing ;Codemasters
707;3DS ;2012;Role-Playing ;Nintendo
708;PS3 ;2009;Misc ;Sega
709;Wii ;2006;Misc ;Sega
710;GBA ;2002;Platform ;Nintendo
711;GBA ;2001;Platform ;Nintendo
712;PS3 ;2007;Misc ;Activision
713;Wii ;N/A ;Shooter ;Activision
714;Wii ;2007;Action ;Capcom
715;PSV ;2014;Misc ;Sony Computer Entertainment Europe
716;PS2 ;2002;Adventure ;Capcom
717;PS ;1997;Sports ;UEP Systems
718;GC ;2004;Role-Playing ;Nintendo
719;PS3 ;2011;Sports ;Electronic Arts
720;Wii ;2009;Role-Playing ;Nintendo
721;PSP ;2008;Fighting ;Square Enix
722;GBA ;2001;Platform ;Sega
723;GBA ;2001;Platform ;Vivendi Games
724;NES ;1990;Action ;Konami Digital Entertainment
725;DS ;2008;Action ;Activision
726;PS2 ;2009;Simulation ;Konami Digital Entertainment
727;WiiU ;2013;Platform ;Nintendo
728;PS2 ;2003;Action ;Ubisoft
729;DS ;2009;Puzzle ;Warner Bros. Interactive Entertainment
730;GB ;1998;Adventure ;Nintendo
731;X360 ;2010;Racing ;Electronic Arts
732;X360 ;2010;Shooter ;Take-Two Interactive
733;XOne ;2013;Action ;Ubisoft
734;PS2 ;2006;Action ;Capcom
735;X360 ;2008;Misc ;Electronic Arts
736;2600;1981;Action ;Parker Bros.
737;X360 ;2007;Misc ;Activision
738;GB ;2000;Platform ;Nintendo
739;NES ;1986;Sports ;Namco Bandai Games
740;Wii ;2008;Platform ;Sega
741;DS ;2007;Puzzle ;Disney Interactive Studios
742;PS3 ;2011;Action ;Konami Digital Entertainment
743;X360 ;2006;Action ;THQ
744;XB ;2003;Role-Playing ;Activision
745;GB ;1992;Misc ;Nintendo
746;GB ;2000;Platform ;Nintendo
747;PS3 ;2012;Action ;Square Enix
748;GB ;2000;Role-Playing ;Konami Digital Entertainment
749;PS2 ;2002;Racing ;THQ
750;XOne ;2013;Racing ;Microsoft Game Studios
751;X360 ;2013;Sports ;Electronic Arts
752;DS ;2006;Role-Playing ;Nintendo
753;GBA ;2003;Role-Playing ;Nintendo
754;X360 ;2010;Role-Playing ;Square Enix
755;N64 ;1998;Simulation ;Nintendo
756;NES ;1984;Sports ;Nintendo
757;PC ;2001;Simulation ;Electronic Arts
758;Wii ;2009;Sports ;Ubisoft
759;PS ;2000;Shooter ;Sony Computer Entertainment
760;PS4 ;2015;Shooter ;Ubisoft
761;NES ;1987;Sports ;Nintendo
762;XOne ;2014;Sports ;Electronic Arts
763;PSP ;2007;Shooter ;Activision
764;SNES ;1996;Role-Playing ;Nintendo
765;NES ;1983;Misc ;Nintendo
766;NES ;1988;Racing ;Nintendo
767;PC ;1992;Simulation ;Maxis
768;2600;1981;Shooter ;Imagic
769;PS2 ;2004;Simulation ;Konami Digital Entertainment
770;DS ;2006;Puzzle ;Nintendo
771;GBA ;2003;Role-Playing ;SquareSoft
772;PS4 ;2016;Action ;Ubisoft
773;DS ;2010;Action ;Disney Interactive Studios
774;DS ;2006;Role-Playing ;Square Enix
775;Wii ;2010;Platform ;Nintendo
776;XB ;2001;Racing ;Microsoft Game Studios
777;GB ;1989;Sports ;Nintendo
778;PS3 ;2011;Sports ;Take-Two Interactive
779;PS3 ;2009;Shooter ;Take-Two Interactive
780;N64 ;2000;Sports ;Activision
781;PS3 ;2008;Sports ;Konami Digital Entertainment
782;PS2 ;2002;Racing ;Electronic Arts
783;Wii ;2010;Sports ;Nintendo
784;Wii ;N/A ;Misc ;MTV Games
785;PS2 ;2003;Action ;Tecmo Koei
786;X360 ;2011;Fighting ;Warner Bros. Interactive Entertainment
787;PS ;1998;Role-Playing ;SquareSoft
788;PS2 ;2002;Platform ;THQ
789;XB ;2002;Action ;Microsoft Game Studios
790;PSP ;2005;Racing ;Electronic Arts
791;X360 ;2011;Shooter ;Valve Software
792;PS2 ;2005;Action ;Capcom
793;PS ;1997;Sports ;ASCII Entertainment
794;X360 ;2006;Action ;Capcom
795;PS2 ;2003;Action ;THQ
796;X360 ;2010;Action ;Take-Two Interactive
797;Wii ;2009;Misc ;Mindscape
798;DS ;2006;Simulation ;Electronic Arts
799;PS4 ;2015;Shooter ;Electronic Arts
800;PSP ;2010;Action ;Konami Digital Entertainment
801;PC ;2010;Role-Playing ;Activision
802;PS2 ;2002;Puzzle ;THQ
803;PS3 ;2008;Racing ;Electronic Arts
804;Wii ;2007;Simulation ;Konami Digital Entertainment
805;GC ;2003;Misc ;Nintendo
806;PS3 ;2010;Action ;Take-Two Interactive
807;PC ;1998;Strategy ;Electronic Arts
808;PC ;1994;Strategy ;Activision
809;PS3 ;2010;Sports ;Electronic Arts
810;PS ;2002;Shooter ;Take-Two Interactive
811;PSP ;2010;Role-Playing ;Square Enix
812;X360 ;2009;Fighting ;THQ
813;PS3 ;2011;Role-Playing ;Namco Bandai Games
814;GBA ;2001;Strategy ;Konami Digital Entertainment
815;X360 ;2007;Racing ;Electronic Arts
816;PS3 ;2010;Simulation ;Electronic Arts
817;X360 ;2010;Action ;Ubisoft
818;GBA ;2005;Role-Playing ;Nintendo
819;GBA ;2004;Action ;THQ
820;PS ;1998;Racing ;Namco Bandai Games
821;PS2 ;2003;Fighting ;Namco Bandai Games
822;3DS ;2013;Role-Playing ;Nintendo
823;PS3 ;2007;Racing ;Electronic Arts
824;DS ;2008;Misc ;Take-Two Interactive
825;PS3 ;2013;Sports ;Take-Two Interactive
826;DS ;2005;Role-Playing ;Nintendo
827;GC ;2002;Misc ;Infogrames
828;PS3 ;2013;Role-Playing ;Activision
829;GEN ;1992;Sports ;Arena Entertainment
830;X360 ;2007;Racing ;Microsoft Game Studios
831;DS ;2009;Role-Playing ;Square Enix
832;X360 ;2011;Misc ;Microsoft Game Studios
833;Wii ;2008;Misc ;Ubisoft
834;PS2 ;2006;Shooter ;Sony Computer Entertainment
835;PS2 ;2005;Action ;Ubisoft
836;GBA ;2003;Platform ;Nintendo
837;PS3 ;2011;Action ;Electronic Arts
838;PS4 ;2014;Sports ;Electronic Arts
839;N64 ;1998;Sports ;Nintendo
840;X360 ;2011;Misc ;Ubisoft
841;PS2 ;2003;Sports ;Electronic Arts
842;PS3 ;2008;Action ;Electronic Arts
843;X360 ;2005;Shooter ;Activision
844;X360 ;2014;Sports ;Electronic Arts
845;X360 ;2012;Racing ;Microsoft Game Studios
846;DS ;2007;Puzzle ;Midway Games
847;XOne ;2016;Shooter ;Ubisoft
848;PS3 ;2013;Action ;Warner Bros. Interactive Entertainment
849;3DS ;2012;Role-Playing ;Nintendo
850;PS4 ;2014;Racing ;Sony Computer Entertainment
851;SNES ;1993;Fighting ;Nintendo
852;PS3 ;2008;Fighting ;Midway Games
853;PS ;1997;Action ;Activision
854;GB ;1989;Sports ;Nintendo
855;GBA ;2002;Action ;Electronic Arts
856;PS ;2002;Action ;Electronic Arts
857;SNES ;1991;Simulation ;Nintendo
858;XOne ;2013;Shooter ;Electronic Arts
859;X360 ;2012;Shooter ;Capcom
860;PS4 ;2014;Role-Playing ;Electronic Arts
861;DS ;2010;Platform ;Sega
862;PS2 ;2002;Platform ;Universal Interactive
863;Wii ;2008;Shooter ;Activision
864;PS2 ;2003;Action ;Capcom
865;PS3 ;2008;Racing ;Electronic Arts
866;2600;1981;Action ;Atari
867;X360 ;2013;Shooter ;Take-Two Interactive
868;PSP ;2004;Sports ;Sony Computer Entertainment
869;NES ;1986;Racing ;Nintendo
870;NES ;1985;Sports ;Nintendo
871;DS ;2006;Platform ;Nintendo
872;X360 ;2006;Shooter ;Ubisoft
873;X360 ;2014;Shooter ;Activision
874;PS2 ;2003;Racing ;Vivendi Games
875;XB ;2005;Action ;Take-Two Interactive
876;PC ;1994;Shooter ;LucasArts
877;PS2 ;2003;Sports ;Electronic Arts
878;PS2 ;2003;Fighting ;Electronic Arts
879;X360 ;2008;Sports ;Electronic Arts
880;PC ;1999;Misc ;Disney Interactive Studios
881;PS ;2001;Adventure ;THQ
882;GB ;1989;Puzzle ;Nintendo
883;PS2 ;2004;Fighting ;Atari
884;PS ;1997;Racing ;Sony Computer Entertainment
885;PS2 ;2002;Shooter ;Ubisoft
886;PS2 ;2004;Role-Playing ;Activision
887;X360 ;2013;Action ;Warner Bros. Interactive Entertainment
888;PS3 ;2008;Misc ;Activision
889;SNES ;1993;Fighting ;Acclaim Entertainment
890;SAT ;1995;Fighting ;Sega
891;GB ;1998;Puzzle ;Nintendo
892;X360 ;2008;Fighting ;Midway Games
893;PS3 ;2014;Action ;Ubisoft
894;Wii ;2008;Sports ;Nintendo
895;X360 ;2013;Action ;Square Enix
896;GB ;2001;Action ;Nintendo
897;X360 ;2009;Racing ;Electronic Arts
898;Wii ;2008;Misc ;Electronic Arts
899;PS2 ;2001;Shooter ;THQ
900;PC ;2003;Simulation ;Electronic Arts
901;PS2 ;2004;Racing ;THQ
902;PS ;1996;Misc ;Sony Computer Entertainment
903;Wii ;2009;Misc ;Disney Interactive Studios
904;N64 ;2000;Misc ;Nintendo
905;Wii ;2008;Action ;LucasArts
906;Wii ;2008;Misc ;Midway Games
907;PS4 ;2015;Shooter ;Activision
908;Wii ;2011;Action ;LucasArts
909;GC ;2001;Simulation ;LucasArts
910;PS3 ;2012;Shooter ;Take-Two Interactive
911;PS4 ;2013;Racing ;Electronic Arts
912;PS3 ;2008;Sports ;Electronic Arts
913;3DS ;2013;Role-Playing ;Nintendo
914;PS3 ;2009;Platform ;Sony Computer Entertainment
915;PS ;1999;Role-Playing ;Konami Digital Entertainment
916;PS2 ;2004;Fighting ;Midway Games
917;PS ;1999;Sports ;Sony Computer Entertainment
918;PS2 ;2005;Shooter ;Electronic Arts
919;PS ;1998;Fighting ;THQ
920;PS2 ;2007;Misc ;Disney Interactive Studios
921;GC ;2002;Adventure ;Nintendo
922;PS ;1998;Sports ;Electronic Arts
923;PS2 ;2001;Action ;THQ
924;3DS ;2013;Platform ;Nintendo
925;GB ;2001;Adventure ;Nintendo
926;XB ;2005;Sports ;Electronic Arts
927;PS2 ;2004;Platform ;Activision
928;PS ;1999;Role-Playing ;Sony Computer Entertainment
929;N64 ;1997;Platform ;Acclaim Entertainment
930;PS2 ;2004;Misc ;Sony Computer Entertainment
931;PS4 ;2014;Platform ;Sony Computer Entertainment
932;PS2 ;2001;Sports ;Electronic Arts
933;DS ;2009;Action ;Disney Interactive Studios
934;PS ;1999;Role-Playing ;SquareSoft
935;Wii ;2010;Action ;Activision
936;3DS ;2013;Misc ;Nintendo
937;PS2 ;2004;Platform ;Sony Computer Entertainment
938;Wii ;2007;Misc ;Ubisoft
939;GBA ;2004;Role-Playing ;Square Enix
940;NES ;1984;Action ;Nintendo
941;PS3 ;2011;Action ;Sony Computer Entertainment
942;PS2 ;2001;Racing ;Unknown
943;PS3 ;2009;Role-Playing ;Namco Bandai Games
944;PS2 ;2005;Sports ;Electronic Arts
945;N64 ;1998;Simulation ;Nintendo
946;GBA ;2005;Misc ;THQ
947;PC ;2012;Role-Playing ;Activision
948;PS ;1996;Racing ;Sony Computer Entertainment
949;PS4 ;2015;Action ;Square Enix
950;SNES ;1993;Role-Playing ;SquareSoft
951;X360 ;2007;Shooter ;Electronic Arts
952;PS ;1995;Simulation ;Sony Computer Entertainment
953;3DS ;2014;Platform ;Nintendo
954;GEN ;1994;Platform ;Sega
955;PS2 ;2001;Misc ;Namco Bandai Games
956;PC ;2001;Simulation ;Electronic Arts
957;Wii ;2007;Shooter ;Nintendo
958;DS ;2010;Role-Playing ;Nintendo
959;PS4 ;2014;Action ;Bethesda Softworks
960;PS2 ;2003;Simulation ;Konami Digital Entertainment
961;DC ;2000;Racing ;Sega
962;PS2 ;2002;Fighting ;Sega
963;PS2 ;2004;Platform ;Sony Computer Entertainment
964;PS2 ;2008;Misc ;Activision
965;GBA ;2002;Platform ;Sega
966;X360 ;2006;Sports ;Electronic Arts
967;PS3 ;2010;Action ;Take-Two Interactive
968;PS ;1999;Sports ;989 Studios
969;PS3 ;2015;Shooter ;Activision
970;SNES ;1994;Platform ;Virgin Interactive
971;PS3 ;2013;Adventure ;Sony Computer Entertainment
972;X360 ;2012;Action ;Microsoft Game Studios
973;PS2 ;2003;Racing ;Take-Two Interactive
974;DS ;2006;Role-Playing ;Square Enix
975;PS ;2001;Action ;THQ
976;PS2 ;2004;Action ;Sony Computer Entertainment
977;3DS ;2011;Puzzle ;Nintendo
978;PS3 ;2010;Action ;Square Enix
979;PS3 ;2012;Role-Playing ;Capcom
980;WiiU ;2013;Action ;Nintendo
981;PS2 ;2005;Action ;Vivendi Games
982;Wii ;2007;Misc ;Disney Interactive Studios
983;WiiU ;2013;Misc ;Nintendo
984;PS3 ;2013;Sports ;Electronic Arts
985;SNES ;1991;Role-Playing ;Square
986;N64 ;2000;Platform ;Nintendo
987;XB ;2001;Fighting ;Microsoft Game Studios
988;PS3 ;2009;Fighting ;THQ
989;GB ;1991;Adventure ;Nintendo
990;PS ;1998;Fighting ;Acclaim Entertainment
991;PS2 ;2004;Platform ;THQ
992;GBA ;2001;Role-Playing ;Nintendo
993;GEN ;1994;Platform ;Sega
994;NES ;1986;Platform ;Nintendo
995;PS2 ;2004;Fighting ;Electronic Arts
996;XB ;2002;Shooter ;Ubisoft
997;PS2 ;2002;Action ;Take-Two Interactive
998;PS3 ;2013;Shooter ;Take-Two Interactive
999;X360 ;2012;Action ;Square Enix
1000;GBA ;2007;Action ;THQ
1001;X360 ;2015;Shooter ;Activision
1002;PS2 ;2004;Simulation ;Electronic Arts
1003;PS3 ;2007;Sports ;Electronic Arts
1004;PS2 ;2001;Simulation ;Activision
1005;PS ;1998;Sports ;Electronic Arts
1006;PS3 ;2013;Role-Playing ;Square Enix
1007;XB ;2004;Shooter ;Activision
1008;PS2 ;2001;Sports ;Konami Digital Entertainment
1009;X360 ;2007;Shooter ;Microsoft Game Studios
1010;NES ;1991;Puzzle ;Nintendo
1011;SNES ;1993;Platform ;Capcom
1012;NES ;1993;Platform ;Nintendo
1013;DS ;2009;Simulation ;505 Games
1014;PS2 ;2008;Simulation ;Konami Digital Entertainment
1015;GBA ;2004;Misc ;THQ
1016;PS ;1999;Adventure ;LucasArts
1017;PS2 ;2002;Role-Playing ;Namco Bandai Games
1018;PS3 ;2011;Shooter ;Valve
1019;Wii ;2009;Misc ;MTV Games
1020;XOne ;2015;Racing ;Microsoft Game Studios
1021;Wii ;2010;Platform ;Sega
1022;N64 ;1996;Racing ;Nintendo
1023;PS ;1998;Sports ;Electronic Arts
1024;PS4 ;2014;Role-Playing ;Activision
1025;PSV ;2011;Shooter ;Sony Computer Entertainment
1026;PS3 ;2014;Shooter ;Activision
1027;PS2 ;2001;Sports ;Electronic Arts
1028;PS4 ;2016;Shooter ;Activision
1029;PS ;1998;Action ;989 Studios
1030;GB ;2001;Action ;Electronic Arts
1031;Wii ;2013;Action ;Disney Interactive Studios
1032;GBA ;2002;Platform ;Universal Interactive
1033;X360 ;2012;Action ;Bethesda Softworks
1034;PS2 ;2003;Action ;Take-Two Interactive
1035;PS4 ;2015;Shooter ;Sony Computer Entertainment
1036;PS4 ;2015;Role-Playing ;Bethesda Softworks
1037;PS2 ;2008;Shooter ;Activision
1038;DS ;2008;Simulation ;Ubisoft
1039;PC ;2011;Shooter ;Activision
1040;XB ;2004;Sports ;Electronic Arts
1041;PS2 ;2003;Role-Playing ;Ubisoft
1042;PC ;2010;Simulation ;Electronic Arts
1043;Wii ;2009;Puzzle ;Warner Bros. Interactive Entertainment
1044;PS ;1998;Platform ;Activision
1045;DS ;2007;Misc ;Mindscape
1046;PS2 ;2004;Simulation ;Sony Computer Entertainment Europe
1047;XB ;2003;Racing ;Electronic Arts
1048;DS ;2006;Misc ;Nintendo
1049;GBA ;2001;Puzzle ;THQ
1050;Wii ;2009;Sports ;Activision Value
1051;PS4 ;2014;Racing ;Ubisoft
1052;PS2 ;2009;Sports ;Electronic Arts
1053;Wii ;2008;Sports ;Namco Bandai Games
1054;DS ;2007;Puzzle ;Nintendo
1055;Wii ;2011;Platform ;Nintendo
1056;SNES ;1993;Puzzle ;Banpresto
1057;DS ;2007;Action ;D3Publisher
1058;PS2 ;2006;Sports ;Electronic Arts
1059;PS2 ;2005;Shooter ;Sony Computer Entertainment
1060;XOne ;2014;Sports ;Take-Two Interactive
1061;PS3 ;2008;Action ;THQ
1062;X360 ;2013;Action ;Deep Silver
1063;PS ;1999;Misc ;Sony Computer Entertainment
1064;PS3 ;2009;Role-Playing ;Electronic Arts
1065;X360 ;2015;Sports ;Electronic Arts
1066;N64 ;1997;Fighting ;THQ
1067;PS ;1998;Fighting ;THQ
1068;GBA ;2001;Action ;Electronic Arts
1069;X360 ;2008;Racing ;Electronic Arts
1070;GBA ;2002;Role-Playing ;Infogrames
1071;PC ;2010;Strategy ;Take-Two Interactive
1072;GC ;2005;Action ;Capcom
1073;PSV ;2012;Action ;Activision
1074;PSP ;2007;Shooter ;LucasArts
1075;PS2 ;2006;Misc ;Oxygen Interactive
1076;PS ;1997;Sports ;Sony Computer Entertainment
1077;X360 ;2012;Action ;Warner Bros. Interactive Entertainment
1078;GB ;1992;Puzzle ;Nintendo
1079;PS ;1997;Shooter ;Namco Bandai Games
1080;PC ;2003;Simulation ;Electronic Arts
1081;Wii ;2008;Action ;LucasArts
1082;Wii ;2007;Simulation ;Electronic Arts
1083;GBA ;2002;Action ;Nintendo
1084;Wii ;2008;Sports ;Ubisoft
1085;PS2 ;2003;Sports ;Electronic Arts
1086;Wii ;2008;Sports ;THQ
1087;PS ;2000;Sports ;Electronic Arts
1088;PS3 ;2006;Fighting ;Electronic Arts
1089;PS4 ;2013;Platform ;Sony Computer Entertainment Europe
1090;XB ;2005;Shooter ;Activision
1091;NES ;1989;Platform ;Capcom
1092;PS ;2001;Sports ;Activision
1093;GBA ;2001;Adventure ;THQ
1094;PC ;2013;Strategy ;Activision
1095;XB ;2003;Racing ;Microsoft Game Studios
1096;PS2 ;2001;Racing ;Midway Games
1097;PS2 ;2003;Sports ;Electronic Arts
1098;PS2 ;2003;Platform ;THQ
1099;PS4 ;2015;Action ;Warner Bros. Interactive Entertainment
1100;PS3 ;2007;Action ;Sony Computer Entertainment
1101;GEN ;1992;Fighting ;Sega
1102;PS2 ;2000;Sports ;Electronic Arts
1103;X360 ;2012;Shooter ;Take-Two Interactive
1104;PS2 ;2004;Sports ;Midway Games
1105;X360 ;2006;Racing ;Electronic Arts
1106;PS2 ;2002;Sports ;Electronic Arts
1107;PS2 ;2005;Fighting ;Atari
1108;2600;1981;Puzzle ;Atari
1109;GC ;2004;Misc ;Nintendo
1110;SNES ;1991;Shooter ;Nintendo
1111;Wii ;2011;Misc ;Namco Bandai Games
1112;PS2 ;2004;Role-Playing ;Enix Corporation
1113;X360 ;2008;Shooter ;Electronic Arts
1114;DS ;2007;Role-Playing ;Square Enix
1115;GBA ;2004;Platform ;Nintendo
1116;Wii ;2011;Action ;Disney Interactive Studios
1117;2600;1982;Puzzle ;Atari
1118;PS ;1999;Shooter ;Red Storm Entertainment
1119;NES ;1986;Action ;Capcom
1120;PS2 ;2002;Sports ;Electronic Arts
1121;PS2 ;2005;Sports ;Electronic Arts
1122;PS2 ;2004;Action ;Ubisoft
1123;X360 ;2010;Simulation ;Microsoft Game Studios
1124;PS4 ;2015;Adventure ;Sony Computer Entertainment Europe
1125;XB ;2004;Sports ;Sega
1126;X360 ;2006;Simulation ;Microsoft Game Studios
1127;GC ;2001;Strategy ;Nintendo
1128;PC ;N/A ;Shooter ;Activision
1129;PS3 ;2011;Platform ;Sega
1130;PS2 ;2003;Sports ;Electronic Arts
1131;PS ;1999;Platform ;Sony Computer Entertainment
1132;X360 ;2014;Sports ;Take-Two Interactive
1133;PS2 ;2004;Sports ;Electronic Arts
1134;X360 ;2010;Action ;Square Enix
1135;PS3 ;N/A ;Misc ;Electronic Arts
1136;PS2 ;2005;Sports ;Activision
1137;X360 ;2011;Shooter ;Bethesda Softworks
1138;DS ;2006;Sports ;Nintendo
1139;GC ;2003;Racing ;Nintendo
1140;PS ;1998;Racing ;Electronic Arts
1141;Wii ;2006;Role-Playing ;Nintendo
1142;PS2 ;2004;Sports ;Electronic Arts
1143;X360 ;2013;Shooter ;Microsoft Game Studios
1144;GB ;1989;Sports ;Nintendo
1145;GB ;1998;Strategy ;Konami Digital Entertainment
1146;GC ;2005;Sports ;Nintendo
1147;PS2 ;2005;Misc ;Sony Computer Entertainment
1148;DS ;2007;Action ;THQ
1149;XOne ;2014;Shooter ;Ubisoft
1150;Wii ;2008;Simulation ;Konami Digital Entertainment
1151;DS ;2011;Misc ;Activision
1152;PS2 ;2005;Action ;Take-Two Interactive
1153;X360 ;2008;Action ;Ubisoft
1154;N64 ;1998;Racing ;Video System
1155;2600;1981;Shooter ;Activision
1156;PS ;1999;Action ;Konami Digital Entertainment
